"receita";"uniorcam";"orcado";"arrecadado";"recurso_vinculado";"especificacao";"tipo_nivel";"nivel";"caracteristica_peculiar_receita";"previsao_atualizada";"complemento_recurso_vinculado";"exercicio_base"
"00000111303110203000";"0201";6533,45;3678,99;40;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER LEGISLATIVO - ASPS";"A";8;0;6533,45;0;2020
"00000111303110300000";"0201";60030,99;49952,68;0;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - INATIVOS PAGOS PELO RPPS";"S";7;0;60030,99;0;2020
"00000111303110301000";"0201";36018,59;29971,59;1;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - INATIVOS PAGOS PELO RPPS - PROPRIO";"A";8;0;36018,59;0;2020
"00000111303110302000";"0201";15007,75;12488,18;20;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - INATIVOS PAGOS PELO RPPS - MDE";"A";8;0;15007,75;0;2020
"00000111303110303000";"0201";9004,65;7492,91;40;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - INATIVOS PAGOS PELO RPPS - ASPS";"A";8;0;9004,65;0;2020
"00000111800000000000";"0201";2274599,02;1033233,62;0;"IMPOSTOS ESPECIFICOS DE ESTADOS, DF E MUNICIPIOS";"S";4;0;2274599,02;0;2020
"00000111801000000000";"0201";1893096,48;854432,42;0;"IMPOSTOS SOBRE O PATRIMONIO PARA ESTADOS/DF/MUNICIPIOS";"S";5;0;1893096,48;0;2020
"00000111801100000000";"0201";560719,28;453427,21;0;"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";"S";6;0;560719,28;0;2020
"00000111801110000000";"0201";465882,57;412742,72;0;"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL";"S";6;0;465882,57;0;2020
"00000111801110100000";"0201";279529,54;247643,48;1;"IPTU - PRINCIPAL  - PROPRIO";"A";7;0;279529,54;0;2020
"00000111801110200000";"0201";116470,64;103187,51;20;"IPTU - PRINCIPAL  - MDE";"A";7;0;116470,64;0;2020
"00000111801110300000";"0201";69882,39;61911,73;40;"IPTU - PRINCIPAL  - ASPS";"A";7;0;69882,39;0;2020
"00000111801120000000";"0201";3857,98;359,61;0;"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS DE MORA";"S";6;0;3857,98;0;2020
"00000111801120100000";"0201";2314,78;215,71;1;"IPTU - MULTAS E JUROS DE MORA  - PROPRIO";"A";7;0;2314,78;0;2020
"00000111801120200000";"0201";964,5;89,95;20;"IPTU - MULTAS E JUROS DE MORA  - MDE";"A";7;0;964,5;0;2020
"00000111801120300000";"0201";578,7;53,95;40;"IPTU - MULTAS E JUROS DE MORA  - ASPS";"A";7;0;578,7;0;2020
"00000111801130000000";"0201";66932,37;28718,76;0;"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DIVIDA ATIVA";"S";6;0;66932,37;0;2020
"00000111801130100000";"0201";40159,42;17230,97;1;"IPTU - DIVIDA ATIVA  - PROPRIO";"A";7;0;40159,42;0;2020
"00000111801130200000";"0201";16733,09;7179,92;20;"IPTU - DIVIDA ATIVA  - MDE";"A";7;0;16733,09;0;2020
"00000111801130300000";"0201";10039,86;4307,87;40;"IPTU - DIVIDA ATIVA  - ASPS";"A";7;0;10039,86;0;2020
"00000111801140000000";"0201";24046,36;11606,12;0;"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";"S";6;0;24046,36;0;2020
"00000111801140100000";"0201";14427,82;6963,55;1;"IPTU - MULTAS E JUROS DE MORA DA DIVIDA ATIVA  - PROPRIO";"A";7;0;14427,82;0;2020
"00000111801140200000";"0201";6011,59;2901,66;20;"IPTU - MULTAS E JUROS DE MORA DA DIVIDA ATIVA  - MDE";"A";7;0;6011,59;0;2020
"00000111801140300000";"0201";3606,95;1740,91;40;"IPTU - MULTAS E JUROS DE MORA DA DIVIDA ATIVA  - ASPS";"A";7;0;3606,95;0;2020
"00000111801400000000";"0201";1332377,2;401005,21;0;"IMPOSTO SOBRE TRANSMISSAO “INTER VIVOS” DE BENS IMOVEIS E DE DIREITOS REAIS SOBRE IMOVEIS";"S";6;0;1332377,2;0;2020
"00000111801410000000";"0201";1332377,2;401005,21;0;"IMPOSTO SOBRE TRANSMISSAO “INTER VIVOS” DE BENS IMOVEIS E DE DIREITOS REAIS SOBRE IMOVEIS - PRINCIPAL";"S";6;0;1332377,2;0;2020
"00000111801410100000";"0201";799426,32;240603,12;1;"ITBI - PRINCIPAL  - PROPRIO";"A";7;0;799426,32;0;2020
"00000111801410200000";"0201";333094,3;100251,31;20;"ITBI - PRINCIPAL  - MDE";"A";7;0;333094,3;0;2020
"00000111801410300000";"0201";199856,58;60150,78;40;"ITBI - PRINCIPAL  - ASPS";"A";7;0;199856,58;0;2020
"00000111802000000000";"0201";381502,54;178801,2;0;"IMPOSTOS SOBRE A PRODUCAO, CIRCULACAO DE MERCADORIAS E SERVICOS";"S";5;0;381502,54;0;2020
"00000111802300000000";"0201";381502,54;178801,2;0;"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA";"S";6;0;381502,54;0;2020
"00000111802310000000";"0201";363603,56;177002,75;0;"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - PRINCIPAL";"S";6;0;363603,56;0;2020
"00000111802310100000";"0201";218162,14;106201,31;1;"ISS - PRINCIPAL  - PROPRIO";"A";7;0;218162,14;0;2020
"00000111802310200000";"0201";90900,89;44250,89;20;"ISS - PRINCIPAL  - MDE";"A";7;0;90900,89;0;2020
"00000111802310300000";"0201";54540,53;26550,55;40;"ISS - PRINCIPAL  - ASPS";"A";7;0;54540,53;0;2020
"00000111802320000000";"0201";3633,04;1479,93;0;"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - MULTAS E JUROS DE MORA";"S";6;0;3633,04;0;2020
"00000111802320100000";"0201";2179,82;887,94;1;"ISS - MULTAS E JUROS DE MORA  - PROPRIO";"A";7;0;2179,82;0;2020
"00000111802320200000";"0201";908,26;370;20;"ISS - MULTAS E JUROS DE MORA  - MDE";"A";7;0;908,26;0;2020
"00000111802320300000";"0201";544,96;221,99;40;"ISS - MULTAS E JUROS DE MORA  - ASPS";"A";7;0;544,96;0;2020
"00000111802330000000";"0201";6644,21;297,67;0;"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - DIVIDA ATIVA";"S";6;0;6644,21;0;2020
"00000111802330100000";"0201";3986,53;178,6;1;"ISS - DIVIDA ATIVA  - PROPRIO";"A";7;0;3986,53;0;2020
"00000111802330200000";"0201";1661,05;74,42;20;"ISS - DIVIDA ATIVA  - MDE";"A";7;0;1661,05;0;2020
"00000111802330300000";"0201";996,63;44,65;40;"ISS - DIVIDA ATIVA  - ASPS";"A";7;0;996,63;0;2020
"00000111802340000000";"0201";7621,73;20,85;0;"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";"S";6;0;7621,73;0;2020
"00000111802340100000";"0201";4573,04;12,51;1;"ISS - MULTAS E JUROS DE MORA DA DIVIDA ATIVA  - PROPRIO";"A";7;0;4573,04;0;2020
"00000111802340200000";"0201";1905,43;5,22;20;"ISS - MULTAS E JUROS DE MORA DA DIVIDA ATIVA  - MDE";"A";7;0;1905,43;0;2020
"00000111802340300000";"0201";1143,26;3,12;40;"ISS - MULTAS E JUROS DE MORA DA DIVIDA ATIVA  - ASPS";"A";7;0;1143,26;0;2020
"00000112000000000000";"0201";64189,26;20284,03;0;"TAXAS";"S";3;0;64189,26;0;2020
"00000112800000000000";"0201";64189,26;20284,03;0;"TAXAS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";"S";4;0;64189,26;0;2020
"00000112801000000000";"0201";64189,26;20284,03;0;"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO";"S";5;0;64189,26;0;2020
"00000112801100000000";"0201";3293,7;1024;0;"TAXA DE FISCALIZACAO DE VIGILANCIA SANITARIA";"S";6;0;3293,7;0;2020
"00000112801110000000";"0201";3293,7;1024;1;"TAXA DE FISCALIZACAO DE VIGILANCIA SANITARIA - PRINCIPAL";"A";6;0;3293,7;0;2020
"00000112801900000000";"0201";60895,56;19260,03;0;"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - OUTRAS";"S";6;0;60895,56;0;2020
"00000112801910000000";"0201";60895,56;18344;0;"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - OUTRAS - PRINCIPAL";"S";6;0;60895,56;0;2020
"00000112801910100000";"0201";29309,61;2242;1;"TAXA DE VISTORIA - PRINCIPAL";"A";7;0;29309,61;0;2020
"00000112801910300000";"0201";6252,81;3400;1;"ALVARA DE LICENCA E LOCALIZACAO - PRINCIPAL";"A";7;0;6252,81;0;2020
"00000112801910400000";"0201";13137,67;7618;1;"TAXA DE EXPEDIENTE - PRINCIPAL";"A";7;0;13137,67;0;2020
"00000112801910500000";"0201";8704,16;2622;1005;"TAXA DE LICENCA AMBIENTAL - PRINCIPAL";"A";7;0;8704,16;0;2020
"00000112801910600000";"0201";3491,31;2238;1;"TAXA DE APROVACAO DE PROJETOS DE CONSTRUCAO CIVIL - PRINCIPAL";"A";7;0;3491,31;0;2020
"00000112801910700000";"0201";0;224;1;"TAXA DE APROVACAO DE LOTEAMENTO/FRACIONAMENTO - PRINCIPAL";"A";7;0;0;0;2020
"00000112801930000000";"0201";0;770,71;0;"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - OUTRAS - DIVIDA ATIVA";"S";6;0;0;0;2020
"00000112801930100000";"0201";0;531,71;1;"TAXA DE VISTORIA - DIVIDA ATIVA";"A";7;0;0;0;2020
"00000112801930400000";"0201";0;239;1;"TAXA DE EXPEDIENTE - DIVIDA ATIVA";"A";7;0;0;0;2020
"00000112801940000000";"0201";0;145,32;0;"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - OUTRAS - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";"S";6;0;0;0;2020
"00000112801940100000";"0201";0;130,58;1;"TAXA DE VISTORIA - MULTA E JUROS DE MORA DA DIVIDA ATIVA";"A";7;0;0;0;2020
"00000112801940400000";"0201";0;14,74;1;"TAXA DE EXPEDIENTE - MULTA E JUROS DE MORA DA DIVIDA ATIVA";"A";7;0;0;0;2020
"00000120000000000000";"0201";1100278,1;472895,76;0;"CONTRIBUICOES";"S";2;0;1100278,1;0;2020
"00000121000000000000";"0201";906859,59;366128,39;0;"CONTRIBUICOES SOCIAIS";"S";3;0;906859,59;0;2020
"00000121800000000000";"0201";906859,59;366128,39;0;"CONTRIBUICOES SOCIAIS ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";"S";4;0;906859,59;0;2020
"00000121801000000000";"0201";906859,59;366128,39;0;"CONTRIBUICAO DO SERVIDOR CIVIL PARA O PLANO DE SEGURIDADE SOCIAL - CPSSS - ESPECIFICO DE EST/DF/MUN";"S";5;0;906859,59;0;2020
"00000121801100000000";"0201";902590;364562,59;0;"CPSSS DO SERVIDOR CIVIL ATIVO";"S";6;0;902590;0;2020
"00000121801110000000";"1201";902590;364562,59;50;"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";"A";6;0;902590;0;2020
"00000121801300000000";"0201";4269,59;1565,8;0;"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS";"S";6;0;4269,59;0;2020
"00000121801310000000";"1201";4269,59;1565,8;50;"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";"A";6;0;4269,59;0;2020
"00000124000000000000";"0201";193418,51;106767,37;0;"CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA";"S";3;0;193418,51;0;2020
"00000124000100000000";"0201";193418,51;106767,37;0;"CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA";"S";6;0;193418,51;0;2020
"00000124000110000000";"0201";193418,51;106767,37;1;"CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA - PRINCIPAL";"A";6;0;193418,51;0;2020
"00000130000000000000";"0201";2696520,24;1235931,82;0;"RECEITA PATRIMONIAL";"S";2;0;2697947,27;0;2020
"00000131000000000000";"0201";200270,12;102062,81;0;"EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO";"S";3;0;200270,12;0;2020
"00000131001000000000";"0201";200270,12;102062,81;0;"ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO";"S";5;0;200270,12;0;2020
"00000131001100000000";"0201";200270,12;102062,81;0;"ALUGUEIS E ARRENDAMENTOS";"S";6;0;200270,12;0;2020
"00000131001110000000";"0201";197900,75;101350;1;"ALUGUEIS E ARRENDAMENTOS - PRINCIPAL";"A";6;0;197900,75;0;2020
"00000131001120000000";"0201";319,09;147,6;1;"ALUGUEIS E ARRENDAMENTOS - MULTAS E JUROS DE MORA";"A";6;0;319,09;0;2020
"00000131001130000000";"0201";1869,07;445,86;1;"ALUGUEIS E ARRENDAMENTOS - DIVIDA ATIVA";"A";6;0;1869,07;0;2020
"00000131001140000000";"0201";181,21;119,35;1;"ALUGUEIS E ARRENDAMENTOS - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";"A";6;0;181,21;0;2020
"00000132000000000000";"0201";2496250,12;1133869,01;0;"VALORES MOBILIARIOS";"S";3;0;2497677,15;0;2020
"00000132100000000000";"0201";2496250,12;1133869,01;0;"JUROS E CORRECOES MONETARIAS";"S";4;0;2497677,15;0;2020
"00000132100100000000";"0201";154250,12;31851,45;0;"REMUNERACAO DE DEPOSITOS BANCARIOS";"S";6;0;155677,15;0;2020
"00000132100110000000";"0201";154250,12;31851,45;0;"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL";"S";6;0;155677,15;0;2020
"00000132100110100000";"0201";12605,15;14488,12;0;"REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS - PRINCIPAL";"S";7;0;14032,18;0;2020
"00000132100110102000";"0201";12605,15;4277,18;31;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - FUNDEB - PRINCIPAL";"A";8;0;12605,15;0;2020
"00000132100110103000";"0201";0;2504,71;0;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE - PRINCIPAL";"S";8;0;24,98;0;2020
"00000132100110103020";"0201";0;263,19;4050;"RENDIMENTOS FRALDAS FE RV4050";"A";8;0;0;0;2020
"00000132100110103030";"0201";0;3,19;4931;"RENDIMENTOS C/C 11.229-1 EQUIP MAT PERM FMS RV4931";"A";8;0;0;0;2020
"00000132100110103050";"0201";0;984,83;4500;"RENDIMENTOS ATENCAO BASICA FEDERAL RV4500";"A";8;0;0;0;2020
"00000132100110103070";"0201";0;48,09;4503;"RENDIMENTOS ASSISTENCIA FARMACEUTICA FF RV4503";"A";8;0;0;0;2020
"00000132100110103080";"0201";0;19,18;4160;"RENDIMENTOS PIM FE RV4160";"A";8;0;0;0;2020
"00000132100110103090";"0201";0;118,09;4011;"RENDIMENTOS PIES FE RV4011";"A";8;0;0;0;2020
"00000132100110103100";"0201";0;137,13;4050;"RENDIMENTOS FARMACIA BASICA FE RV4050";"A";8;0;0;0;2020
"00000132100110103110";"0201";0;62,37;4090;"RENDIMENTOS PSF FE RV4090";"A";8;0;0;0;2020
"00000132100110103160";"0201";0;60,94;4503;"RENDIMENTOS ORGANIZACAO FARMACIA CUSTEIO RV4503";"A";8;0;0;0;2020
"00000132100110103170";"0201";0;82,82;4303;"RENDIMENTOS CONSTRUCAO UBS FE RV4303";"A";8;0;0;0;2020
"00000132100110103200";"0201";0;106,47;4505;"RENDIMENTOS ORGANIZACAO FARMACIA INVESTIMENTO RV4505";"A";8;0;0;0;2020
"00000132100110103220";"0201";0;0;4520;"RENDIMENTOS INCREMENTO PISO AB EMENDA PARLAMENTAR PORTARIA 1000/18 RV4520";"A";8;0;20,16;0;2020
"00000132100110103220";"0201";0;20,16;4520;"RENDIMENTOS INCREMENTO PISO AB EMENDA PARLAMENTAR PORTARIA 1000/18 RV4520";"A";8;0;0;3110;2020
"00000132100110103250";"0201";0;111,06;4500;"REND. INCREMENTO TEMPORARIO CUSTEIO AB PORT. MS 1331/2019DEP. JOSE STEDILE PROP. 36000.253327/2019-00";"A";8;0;0;0;2020
"00000132100110103260";"0201";0;111,82;900;"RENDIMENTOS DOACAO SICREDI COVID-19 RV0900";"A";8;0;0;3160;2020
"00000132100110103270";"0201";0;23,81;4170;"REND ENFRENTAMENTO CORONAVIRUS RES CIB 75/2020 RV4170";"A";8;0;0;3160;2020
"00000132100110103280";"0201";0;342,57;4292;"REND AMBULANCIA EMENDA PORT 280 E 281/20 RV4292";"A";8;0;0;0;2020
"00000132100110103290";"0201";0;4,17;4505;"REND. SEG. ALIMENT. NUTRIC. SAUDE IMPLEMENTACAO RV4505";"A";8;0;0;0;2020
"00000132100110103300";"0201";0;0;4001;"REND. LC 173/2020 ART. 5 I, B - SAUDE COVID-19 RV4001";"A";8;0;4,82;0;2020
"00000132100110103300";"0201";0;4,82;4001;"REND. LC 173/2020 ART. 5 I, B - SAUDE COVID-19 RV4001";"A";8;0;0;3160;2020
"00000132100110106000";"0201";0;6,02;1018;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE - PRINCIPAL";"A";8;0;0;0;2020
"00000132100110107000";"0201";0;714,69;0;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - FUNDO NACIONAL DE ASSISTENCIA SOCIAL - FNAS - PRINCIPAL";"S";8;0;0;0;2020
"00000132100110107010";"0201";0;80,75;1064;"RENDIMENTOS PSB PBFI FMAS RV1064";"A";8;0;0;0;2020
"00000132100110107020";"0201";0;409,18;1021;"RENDIMENTOS PSB SCFV FMAS RV1021";"A";8;0;0;0;2020
"00000132100110107030";"0201";0;7,71;1038;"RENDIMENTOS GBF IGD-BF RV1038";"A";8;0;0;0;2020
"00000132100110107040";"0201";0;14,68;1067;"RENDIMENTOS GSUAS IGD-SUAS FMAS RV1067";"A";8;0;0;0;2020
"00000132100110107050";"0201";0;73,12;1103;"RENDIMENTOS OASF/FEAS RV1103";"A";8;0;0;0;2020
"00000132100110107060";"0201";0;17,84;1068;"REND. COVID-19/SUAS PORT MC 369/2020 - EPI RV1068";"A";8;0;0;3160;2020
"00000132100110107070";"0201";0;111,41;1069;"REND COVID-19/SUAS PORT MC 369/2020 - ALIM RV1069";"A";8;0;0;3160;2020
"00000132100110108000";"0201";0;326,02;0;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO - FNDE - PRINCIPAL";"S";8;0;91,89;0;2020
"00000132100110108020";"0201";0;2,02;1059;"RENDIMENTOS PNAE EJA RV1059";"A";8;0;0;0;2020
"00000132100110108030";"0201";0;126,97;1014;"RENDIMENTOS QSE RV1014";"A";8;0;0;0;2020
"00000132100110108040";"0201";0;14,15;1016;"RENDIMENTOS PNATE RV1016";"A";8;0;0;0;2020
"00000132100110108050";"0201";0;77,84;1001;"RENDIMENTOS PNAE FUNDAMENTAL RV1001";"A";8;0;0;0;2020
"00000132100110108060";"0201";0;5,8;1031;"RENDIMENTOS PNAE CRECHE RV1031";"A";8;0;0;0;2020
"00000132100110108070";"0201";0;91,89;1070;"RENDIMENTOS PNAE MAIS EDUCACAO FUNDAMENTAL RV1070";"A";8;0;91,89;0;2020
"00000132100110108080";"0201";0;7,35;1033;"RENDIMENTOS PNAE PRE-ESCOLA RV1033";"A";8;0;0;0;2020
"00000132100110199000";"0201";0;6659,5;0;"REMUNERACAO DE OUTROS DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - PRINCIPAL";"S";8;0;1310,16;0;2020
"00000132100110199010";"0201";0;368,43;1005;"RENDIMENTOS FMDMA RV1005";"A";8;0;0;0;2020
"00000132100110199020";"0201";0;224,36;1017;"RENDIMENTOS PEATE RS RV1017";"A";8;0;0;0;2020
"00000132100110199060";"0201";0;181,81;1050;"RENDIMENTOS IR DOACAO FUNDICA RV1050";"A";8;0;0;0;2020
"00000132100110199070";"0201";0;694,88;1022;"REND. POUP. QUADRA JOAO SAFFI RV1022";"A";8;0;0;0;2020
"00000132100110199080";"0201";0;494,55;1200;"RENDIMENTOS POUP. PAVIMENTACAO CONVENIO 829118/2016/SICONV PROPOSTA 6878/2016 RV1200";"A";8;0;0;0;2020
"00000132100110199120";"0201";0;568,02;1207;"REND. POUP. CONVENIO 877247/2018/SICONV PROP054169/2018SICONV RV1207";"A";8;0;517,8;0;2020
"00000132100110199130";"0201";0;11,48;1112;"REND. PIT FE - PROGRAMA DE INTEGRACAO TRIBUTARIA RV1112";"A";8;0;0;0;2020
"00000132100110199140";"0201";0;8,14;1203;"REND APLIC PAV URB SICONV CONVENIO 847175/17 RV1203";"A";8;0;0;0;2020
"00000132100110199150";"0201";0;497,37;1203;"REND POUP PAV URB SICONV CONVENIO 847175/17 RV1203";"A";8;0;0;0;2020
"00000132100110199160";"0201";0;740,9;1206;"Rend. Poup. CONVENIO 876152/2018/SICONV PROP045635/2018SICONV RV1206";"A";8;0;615,93;0;2020
"00000132100110199170";"0201";0;19,82;4300;"Rendimentos NOTA FISCAL GAUCHA PROGRAMA SOLIDARIEDADE RV4300";"A";8;0;19,82;0;2020
"00000132100110199180";"0201";0;2544,93;1008;"RENDIMENTOS - CESSAO ONEROSA - PRE-SAL - LEI N. 13885/2019";"A";8;0;0;0;2020
"00000132100110199190";"0201";0;20,18;1011;"RENDIMENTOS LEILAO EDUCACAO RV1011";"A";8;0;0;0;2020
"00000132100110199200";"0201";0;78,02;4002;"RENDIMENTOS LEILAO SAUDE RV4002";"A";8;0;0;0;2020
"00000132100110199210";"0201";0;206,61;1010;"RENDIMENTOS LEILAO PROPRIO RV1010";"A";8;0;156,61;0;2020
"00000132100110200000";"0201";141644,97;17363,33;0;"REMUNERACAO DE DEPOSITOS DE RECURSOS NAO VINCULADOS - PRINCIPAL";"S";7;0;141644,97;0;2020
"00000132100110299010";"0201";57624,2;3474,1;1;"RENDIMENTOS PODER EXECUTIVO - BANCO DO BRASIL";"A";8;0;57624,2;0;2020
"00000132100110299020";"0201";57394,42;5070,58;1;"RENDIMENTOS PODER EXECUTIVO - BANRISUL";"A";8;0;57394,42;0;2020
"00000132100110299050";"0201";8547,92;2153,96;1;"RENDIMENTOS PODER LEGISLATIVO - BANRISUL";"A";8;0;8547,92;0;2020
"00000132100110299080";"0201";18078,43;6664,69;1;"RENDIMENTOS PODER EXECUTIVO - SICREDI";"A";8;0;18078,43;0;2020
"00000132100400000000";"0201";2342000;1102017,56;0;"REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS";"S";6;0;2342000;0;2020
"00000132100410100000";"1201";594250;127441,2;50;"FPSM BB PREVID RF IMA-B TIT PUBL FI";"A";7;0;594250;0;2020
"00000132100410200000";"1201";480250;66628,49;50;"FPSM BB RF IMAB 5+";"A";7;0;480250;0;2020
"00000132100410300000";"1201";225250;0;50;"FPSM CEF NOVO BRASIL RF LP";"A";7;0;225250;0;2020
"00000132100410400000";"1201";360750;0;50;"FPSM CEF FI BRASIL IRF-M 1 TIT PUB RF";"A";7;0;360750;0;2020
"00000132100410600000";"1201";354500;163246,68;50;"FPSM CEF CAIXA BRASIL 2024 III TP RF";"A";7;0;354500;0;2020
"00000132100410700000";"1201";327000;111437,36;50;"FPSM BB PREV RF IRF-M 1 TP";"A";7;0;327000;0;2020
"00000132100410900000";"1201";0;181771,12;50;"FPSM CAIXA FI BRASIL IDKA IPCA 2A TP RF LP";"A";7;0;0;0;2020
"00000132100411000000";"1201";0;203503,59;50;"FPSM SICREDI  FI INSTITUCIONAL RF IRF-M LP";"A";7;0;0;0;2020
"00000132100411100000";"1201";0;54030,37;50;"FPSM SICREDI FIC INSTITUCIONAL RF IMA-B";"A";7;0;0;0;2020
"00000132100411200000";"1201";0;165812,53;50;"FPSM BB PREV RF ALOCACAO ATIVA";"A";7;0;0;0;2020
"00000132100411300000";"1201";0;28146,22;50;"FPSM BB PREVIDENCIARIO RF IRF-M 1+";"A";7;0;0;0;2020
"00000160000000000000";"0201";15536,07;13935;0;"Receita de Servicos";"S";2;0;15536,07;0;2020
"00000161000000000000";"0201";15536,07;13935;0;"SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS";"S";3;0;15536,07;0;2020
"00000161001000000000";"0201";15536,07;13935;0;"SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS";"S";5;0;15536,07;0;2020
"00000161001100000000";"0201";15536,07;13935;0;"SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS";"S";6;0;15536,07;0;2020
"00000161001110000000";"0201";15536,07;13935;0;"SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL";"S";6;0;15536,07;0;2020
"00000161001110100000";"0201";15536,07;13935;1;"SERVICOS DE MAQUINAS - PRINCIPAL";"A";7;0;15536,07;0;2020
"00000170000000000000";"0201";24957462,15;12424103,76;0;"TRANSFERENCIAS CORRENTES";"S";2;0;25641490,74;0;2020
"00000171000000000000";"0201";10700165,92;5446072,53;0;"TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES";"S";3;0;10843352,9;0;2020
"00000171800000000000";"0201";10700165,92;5446072,53;0;"TRANSFERENCIAS DA UNIAO - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";"S";4;0;10843352,9;0;2020
"00000171801000000000";"0201";9357023,64;4004930,98;0;"PARTICIPACAO NA RECEITA DA UNIAO";"S";5;0;9357023,64;0;2020
"00000171801200000000";"0201";8569726,25;3991023,07;0;"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - COTA MENSAL";"S";6;0;8569726,25;0;2020
"00000171801210000000";"0201";8569726,25;3991023,07;0;"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - COTA MENSAL - PRINCIPAL";"S";6;0;8569726,25;0;2020
"00000171801210100000";"0201";5141835,75;2394613,83;1;"COTA-PARTE DO FPM - COTA MENSAL - PRINCIPAL  - PROPRIO";"A";7;0;5141835,75;0;2020
"00000171801210200000";"0201";428486,31;199551,16;20;"COTA-PARTE DO FPM - COTA MENSAL - PRINCIPAL  - MDE";"A";7;0;428486,31;0;2020
"00000171801210300000";"0201";1285458,94;598653,47;40;"COTA-PARTE DO FPM - COTA MENSAL - PRINCIPAL  - ASPS";"A";7;0;1285458,94;0;2020
"00000171801210400000";"0201";1713945,25;798204,61;31;"COTA-PARTE DO FPM - COTA MENSAL - PRINCIPAL  - FUNDEB";"A";7;0;1713945,25;0;2020
"00000171801300000000";"0201";364107;0;0;"COTA-PARTE DO FUNDO DE PARTICIPACAO DO MUNICIPIOS – 1% COTA ENTREGUE NO MES DE DEZEMBRO";"S";6;0;364107;0;2020
"00000171801310000000";"0201";364107;0;0;"COTA-PARTE DO FUNDO DE PARTICIPACAO DO MUNICIPIOS – 1% COTA ENTREGUE NO MES DE DEZEMBRO - PRINCIPAL";"S";6;0;364107;0;2020
